Name,State,Latitude,Longitude
Chillicothe,OH,39.3393,-82.9939
Choctaw Lake,OH,39.9609,-83.4874
Choteau,MT,47.8137,-112.179
Cincinnati,OH,39.1413,-84.506
Circle,MT,47.4177,-105.587
Clarendon,TX,34.9366,-100.892
Clark,SD,44.8809,-97.7348
Clarksdale,MS,34.1933,-90.5693
Clarksville,TN,36.5692,-87.3413
Clarksville,VA,36.6171,-78.5638
Clay Center,KS,39.3812,-97.1276
Clay,WV,38.4662,-81.0813
Clayton,NM,36.4426,-103.157
Cle Elum,WA,47.1943,-120.954
Clearmont,WY,44.6397,-106.382
Cleveland,OH,41.4764,-81.6805
Cleveland,OK,36.3008,-96.4635
Clinton,MO,38.3716,-93.7679
Clinton,NC,35.0004,-78.3313
Clovis,NM,34.4376,-103.192
Coal Creek,CO,39.9071,-105.38
Coalinga,CA,36.142,-120.324
Cody,NE,42.9377,-101.249
Cody,WY,44.5213,-109.055
Coeur d'Alene,ID,47.704,-116.794
Colby,KS,39.3848,-101.045
Coldwater,KS,37.2582,-99.3378
Coldwater,MI,41.9465,-84.9989
Coldwater,OH,40.4828,-84.6321
College Station,TX,30.5852,-96.2959
Collinsville,VA,36.7215,-79.9122
Colorado City,AZ,36.9773,-112.987
Annapolis,MD,38.9706,-76.5047
Beckley,WV,37.7877,-81.1841
Bagdad,AZ,34.5771,-113.177
Amery,WI,45.3045,-92.3635
Belle Glade,FL,26.6916,-80.6656
Batavia,NY,42.9987,-78.1802
Alamosa,CO,37.4752,-105.877
Appleton,WI,44.278,-88.3892
Andalusia,AL,31.3102,-86.4781
Bay City,MI,43.5902,-83.8887
Albany,KY,36.6906,-85.1353
Ackley,IA,42.5519,-93.0528
Augusta,GA,33.3645,-82.0708
Alpena,MI,45.074,-83.4402
Bath,WV,39.6247,-78.2275
Baker,MT,46.364,-104.274
Andrews,NC,35.1994,-83.8262
Atlantic City,NJ,39.3797,-74.4527
Bakersfield,CA,35.3529,-119.036
Bangor,ME,44.8323,-68.7906
Alva,OK,36.7895,-98.6649
Baudette,MN,48.7119,-94.5924
Bay City,TX,28.9838,-95.9601
Belle Plaine,IA,41.8954,-92.2751
Alice,TX,27.7556,-98.0653
Apple Canyon Lake,IL,42.4302,-90.1642
Albany,NY,42.6664,-73.7987
Ak-Chin Village,AZ,33.0197,-112.081
Batesville,IN,39.2974,-85.2144
Arnold,NE,41.4231,-100.194
Batesville,AR,35.7687,-91.6227
Athens,GA,33.9508,-83.3689
Beeville,TX,28.4053,-97.749
Akwesasne,NY,44.9647,-74.6664
Ashtabula,OH,41.8805,-80.7984
Alpine,TX,30.364,-103.665
Augusta,ME,44.3341,-69.7319
Ashton,ID,44.0734,-111.448
Bartlesville,OK,36.7365,-95.9456
Alexandria,MN,45.8776,-95.3767
Altus,OK,34.6565,-99.3061
Ann Arbor,MI,42.2759,-83.731
Athens,TN,35.4573,-84.6045
Bad Axe,MI,43.8043,-82.9985
Alamogordo,NM,32.8837,-105.963
Aurora,IL,41.7638,-88.2902
Berlin,NH,44.4869,-71.2599
Montevideo,MN,44.9505,-95.7153
Montezuma,GA,32.2997,-84.0246
Montgomery,AL,32.3482,-86.2668
Monticello,AR,33.6257,-91.7934
Montrose,CO,38.4689,-107.859
Moorefield,WV,39.0675,-78.9623
Moose Lake,MN,46.4442,-92.7654
Morehead City,NC,34.7308,-76.7388
Morgantown,WV,39.6383,-79.9464
Morris,MN,45.5857,-95.9046
Morristown,NJ,40.7967,-74.4772
Morristown,TN,36.2043,-83.3001
Morton,TX,33.7248,-102.759
Morton,WA,46.5575,-122.281
Moses Lake,WA,47.1279,-119.276
Mound City,KS,38.1325,-94.8506
Mount Enterprise,TX,31.9113,-94.6826
Mount Ida,AR,34.5509,-93.6309
Mount Pleasant,MI,43.5966,-84.7759
Mount Pleasant,TX,33.1586,-94.9727
Mount Sterling,IL,39.9853,-90.7642
Mount Sterling,KY,38.0648,-83.9472
Mount Vernon,IL,38.314,-88.9174
Mountain City,TN,36.4696,-81.8049
Mountain Home,AR,36.3351,-92.384
Mountain View,WY,41.2724,-110.334
Mullen,NE,42.0427,-101.045
Muncie,IN,40.1989,-85.395
Muscotah,KS,39.5535,-95.5204
Muskegon,MI,43.2281,-86.2562
Muskogee,OK,35.7432,-95.3567
Myrtle Beach,SC,33.7094,-78.8844
Mystic,IA,40.7792,-92.9446
Nara Visa,NM,35.6068,-103.104
Nashville,TN,36.1715,-86.7842
Natchez,MS,31.5437,-91.3867
Natchitoches,LA,31.7315,-93.0975
Nebraska City,NE,40.6762,-95.8613
Neche,ND,48.983,-97.5517
Neligh,NE,42.1291,-98.03
Nelson,NV,35.7179,-114.831
Ness City,KS,38.454,-99.9047
Nevada,MO,37.8445,-94.3492
New Bedford,MA,41.6697,-70.9428
New Hampton,MO,40.2652,-94.1952
New Orleans,LA,30.0687,-89.9288
New York,NY,40.6943,-73.9249
Newark,DE,39.6776,-75.7576
Newark,OH,40.0706,-82.425
Newberry,SC,34.2813,-81.601
Newport,VT,44.9372,-72.209
Newville,PA,40.1702,-77.4016
Nogales,AZ,31.3624,-110.934
Norfolk,NE,42.0324,-97.4217
North Anson,ME,44.8614,-69.8975
North Bend,WA,47.49,-121.774
North Branch,MN,45.5137,-92.9601
North Browning,MT,48.5706,-113.027
North Eagle Butte,SD,45.0172,-101.236
North Platte,NE,41.1263,-100.764
Northampton,MA,42.3266,-72.6745
Northeast Harbor,ME,44.2936,-68.2914
Northome,MN,47.8747,-94.2676
Norton,KS,39.8362,-99.8916
Norwich,CT,41.5495,-72.0882
Norwood,LA,30.9682,-91.1125
O'Donnell,TX,32.9652,-101.831
Oakes,ND,46.1397,-98.0871
Oakfield,ME,46.102,-68.1518
Oakridge,OR,43.7451,-122.464
Ocala,FL,29.178,-82.1511
Ocean City,MD,38.3998,-75.0715
Oconto Falls,WI,44.8738,-88.1444
Odessa,MO,38.9988,-93.9666
Odessa,TX,31.8801,-102.345
Ogallala,NE,41.1292,-101.721
Ogdensburg,NY,44.7088,-75.4717
Oil City,PA,41.4281,-79.7036
Oklahoma City,OK,35.4676,-97.5136
Okmulgee,OK,35.6134,-96.0068
Olean,NY,42.0819,-78.4321
Olla,LA,31.8981,-92.2404
Olney,IL,38.7285,-88.0839
Omaha,NE,41.2627,-96.0529
Omak,WA,48.4229,-119.516
Onamia,MN,46.0703,-93.6669
Oneida,TN,36.5171,-84.5108
Oneonta,NY,42.4551,-75.0666
Opheim,MT,48.8571,-106.408
Ord,NE,41.5993,-98.9166
Orlando,FL,28.4773,-81.337
Orofino,ID,46.4866,-116.257
Oroville,WA,48.9419,-119.43
Osborne,KS,39.4404,-98.6994
Osceola,IA,41.0304,-93.784
Oshkosh,NE,41.408,-102.345
Ottawa,IL,41.3555,-88.8261
Ottumwa,IA,41.0195,-92.4186
Owatonna,MN,44.0912,-93.2312
Oxford,MS,34.3627,-89.5336
Oxnard,CA,34.1964,-119.181
Ozark,AR,35.4991,-93.8438
Packwood,WA,46.6085,-121.67
Paducah,KY,37.0711,-88.644
Page,AZ,36.9426,-111.507
Paint Rock,TX,31.5101,-99.9253
Palestine,TX,31.7544,-95.6471
Palm Bay,FL,27.9631,-80.6593
Palm Coast,FL,29.5389,-81.2457
Pampa,TX,35.5479,-100.965
Panama City,FL,30.1995,-85.6003
Panora,IA,41.6911,-94.3639
Paris,TN,36.2933,-88.3065
Paris,TX,33.6688,-95.546
Park Falls,WI,45.9348,-90.4464
Park Rapids,MN,46.9169,-95.0576
Park River,ND,48.391,-97.7425
Parkersburg,WV,39.2623,-81.542
Parsons,KS,37.3405,-95.2958
Parsons,TN,35.6513,-88.1231
Patterson,CA,37.4758,-121.154
Pauls Valley,OK,34.7231,-97.2281
Pawnee City,NE,40.1106,-96.153
Pearsall,TX,28.8915,-99.0975
Pecos,TX,31.3971,-103.52
Pella,IA,41.4052,-92.9189
Pennsboro,WV,39.2874,-80.9755
Pensacola,FL,30.4413,-87.1911
Peoria,IL,40.752,-89.6154
Perry,FL,30.109,-83.5821
Perryton,TX,36.3928,-100.798
Perryville,MO,37.7263,-89.8759
Pescadero,CA,37.2507,-122.373
Petoskey,MI,45.3649,-84.9888
Philadelphia,PA,40.0077,-75.1339
Philipsburg,MT,46.3324,-113.296
Phillipsburg,KS,39.7512,-99.321
Philpot,KY,37.7356,-87.0013
Phoenix,AZ,33.5722,-112.089
Pierre,SD,44.3748,-100.32
Pikeville,KY,37.4806,-82.5262
Pilot Rock,OR,45.496,-118.833
Pine Bluff,AR,34.2116,-92.0173
Pine Canyon,CA,36.1757,-121.15
Pine Prairie,LA,30.7818,-92.4223
Pittsburgh,PA,40.4397,-79.9763
Pittsfield,MA,42.4517,-73.2605
Plainview,TX,34.1911,-101.724
Plentywood,MT,48.776,-104.557
Plover,WI,44.4615,-89.5382
Pocatello,ID,42.8724,-112.465
Point Roberts,WA,48.9882,-123.058
Polebridge,MT,48.7622,-114.282
Polson,MT,47.6886,-114.141
Ponca City,OK,36.7235,-97.0677
Ponce de Leon,FL,30.7234,-85.9374
Ponemah,MN,48.0348,-94.8983
Poplar Bluff,MO,36.7632,-90.4135
Port Angeles,WA,48.1141,-123.457
Port Arthur,TX,29.8554,-93.9264
Port Huron,MI,42.9821,-82.4388
Port O'Connor,TX,28.4463,-96.4205
Port St. Lucie,FL,27.2796,-80.3884
Port Sulphur,LA,29.5046,-89.7206
Port Townsend,WA,48.122,-122.788
Portal,ND,48.9947,-102.548
Porterville,CA,36.0643,-119.034
Portland,ME,43.6773,-70.2715
Portland,OR,45.5371,-122.65
Portsmouth,NH,43.058,-70.7826
Portsmouth,OH,38.7538,-82.9445
Poughkeepsie,NY,41.695,-73.9211
Prairie City,SD,45.5312,-102.816
Prairie View,TX,30.0847,-95.9892
Prairie du Chien,WI,43.0429,-91.1372
Pratt,KS,37.6765,-98.7451
Prescott Valley,AZ,34.598,-112.319
Prescott,AR,33.8056,-93.3909
Presque Isle,ME,46.6868,-67.9874
Princeton,MN,45.5688,-93.5899
Princeton,MO,40.3966,-93.5884
Provo,UT,40.2457,-111.646
Pryor Creek,OK,36.2996,-95.3107
Pueblo,CO,38.2701,-104.611
Pullman,WA,46.7336,-117.168
Punxsutawney,PA,40.9438,-78.9767
Quaker City,OH,39.9697,-81.2973
Quincy,IL,39.9336,-91.3799
Quitaque,TX,34.3674,-101.056
Radford,VA,37.1229,-80.5587
Raleigh,NC,35.8324,-78.6429
Rancho Tehama Reserve,CA,40.001,-122.442
Rangeley,ME,44.9643,-70.6467
Rapid City,SD,44.0716,-103.22
Ravenden Springs,AR,36.3127,-91.2233
Rawlins,WY,41.7849,-107.227
Raynesford,MT,47.2701,-110.732
Red Cloud,NE,40.0864,-98.5222
Red Feather Lakes,CO,40.8071,-105.586
Red Lodge,MT,45.1933,-109.25
Red Wing,MN,44.5817,-92.6036
Redding,CA,40.5698,-122.365
Redfield,SD,44.8725,-98.5187
Redwood Falls,MN,44.547,-95.1031
Redwood,OR,42.4219,-123.391
Reedsburg,WI,43.5348,-89.9965
Reno,NV,39.5497,-119.848
Renovo,PA,41.3313,-77.7477
Rensselaer,IN,40.9375,-87.1684
Republic,WA,48.6483,-118.733
Rhinelander,WI,45.6358,-89.4261
Rib Lake,WI,45.3195,-90.203
Rice Lake,WI,45.4864,-91.7447
Richey,MT,47.6439,-105.07
Richfield,UT,38.7613,-112.093
Richlands,VA,37.0878,-81.8081
Richmond,IN,39.8318,-84.8905
Richmond,VA,37.5295,-77.4756
Richwood,WV,38.2221,-80.5363
Riggins,ID,45.4203,-116.318
Riverside,CA,33.9381,-117.395
Riverton,WY,43.0421,-108.414
Roanoke Rapids,NC,36.4452,-77.649
Roanoke,VA,37.2785,-79.9581
Rochester,IN,41.0591,-86.1959
Rochester,MN,44.0154,-92.478
Rochester,NY,43.168,-77.6162
Rock Falls,IL,41.7724,-89.6928
Rock Springs,WY,41.5947,-109.221
Rockdale,TX,30.6543,-97.0089
Rockford,IL,42.2596,-89.064
Rockland,ME,44.1274,-69.1369
Rolla,MO,37.9459,-91.7607
Rome,GA,34.2662,-85.1863
Roosevelt,MN,48.807,-95.101
Roosevelt,WA,45.7476,-120.216
Roseau,MN,48.8445,-95.7625
Roseburg,OR,43.2231,-123.352
Roswell,NM,33.373,-104.529
Round Lake Beach,IL,42.3791,-88.0811
Roundup,MT,46.4484,-108.54
Rouses Point,NY,44.9933,-73.3633
Roy,NM,35.9451,-104.196
Rugby,ND,48.3654,-99.9903
Russellville,AR,35.2762,-93.1383
Ruston,LA,32.5328,-92.6363
Rutland,VT,43.6092,-72.9783
Ryegate,MT,46.2985,-109.254
Saco,MT,48.4571,-107.341
Sacramento,CA,38.5677,-121.469
Safford,AZ,32.8335,-109.696
Salem,OR,44.9233,-123.024
Salem,SD,43.7229,-97.3893
Salina,KS,38.8136,-97.6143
Salinas,CA,36.6883,-121.632
Salisbury,MD,38.3756,-75.5865
Salome,AZ,33.7778,-113.606
Salt Lake City,UT,40.7776,-111.931
San Angelo,TX,31.4424,-100.45
San Antonio,TX,29.4632,-98.5238
San Diego,CA,32.8313,-117.122
San Francisco,CA,37.7558,-122.445
San Jose,CA,37.3012,-121.848
San Perlita,TX,26.501,-97.6397
San Saba,TX,31.1975,-98.7194
San Tan Valley,AZ,33.1786,-111.563
San Ysidro,NM,32.3568,-106.813
Sandpoint,ID,48.2822,-116.561
Sandusky,OH,41.4468,-82.7024
Santa Barbara,CA,34.4285,-119.72
Santa Fe,NM,35.6619,-105.982
Santa Maria,CA,34.9333,-120.443
Santa Rosa,CA,38.4458,-122.707
Santa Rosa,NM,34.9361,-104.677
Saranac Lake,NY,44.3252,-74.1309
Sarasota,FL,27.3387,-82.5432
Sault Ste. Marie,MI,46.4817,-84.3723
Savannah,GA,32.0286,-81.1821
Saw Creek,PA,41.1197,-75.0465
Schwana,WA,46.8214,-119.923
Scobey,MT,48.7904,-105.421
Scott City,KS,38.4789,-100.903
Scottsbluff,NE,41.8684,-103.662
Scottsboro,AL,34.6438,-86.0491
Scranton,PA,41.4044,-75.6649
Seattle,WA,47.6211,-122.324
Sebring,FL,27.477,-81.453
Sedalia,MO,38.7059,-93.234
Seeley Lake,MT,47.1624,-113.455
Selfridge,ND,46.0417,-100.924
Selma,AL,32.4166,-87.0336
Seneca,SC,34.6818,-82.96
Seven Lakes,NC,35.2647,-79.5865
Sewanee,TN,35.1975,-85.9213
Shamrock,TX,35.2154,-100.246
Shawnee,OK,35.3531,-96.9647
Sheboygan,WI,43.7403,-87.7316
Shelbina,MO,39.693,-92.0396
Shelbyville,TN,35.4987,-86.4517
Sheridan,WY,44.7961,-106.964
Sherman,TX,33.6273,-96.6221
Show Low,AZ,34.2671,-110.038
Shreveport,LA,32.4653,-93.7955
Sidney,MT,47.7152,-104.168
Sidney,NE,41.1341,-102.968
Sierra Blanca,TX,31.1835,-105.34
Sierra Vista,AZ,31.563,-110.315
Sikeston,MO,36.8854,-89.5877
Silver Bay,MN,47.2941,-91.278
Silver Gate,MT,45.0198,-109.983
Silver Lake,OR,43.1264,-121.049
Simmesport,LA,30.9806,-91.8143
Sioux Center,IA,43.0748,-96.1707
Sioux City,IA,42.4959,-96.3901
Sioux Falls,SD,43.5396,-96.7311
Sister Bay,WI,45.1835,-87.1271
Skidway Lake,MI,44.1918,-84.0467
Slater,MO,39.2227,-93.065
Snyder,TX,32.7133,-100.912
Socorro,NM,34.0543,-106.906
Soda Springs,ID,42.659,-111.588
Somerset,KY,37.0834,-84.6109
Somerville,TN,35.2352,-89.3869
Sonora,CA,37.9819,-120.383
Sonora,TX,30.5707,-100.642
South Bend,IN,41.6767,-86.2696
South Haven,MI,42.4011,-86.2677
South Hill,WA,47.1198,-122.285
South Lake Tahoe,CA,38.9393,-119.983
South Paris,ME,44.219,-70.5113
South San Jose Hills,CA,34.0123,-117.904
South Yarmouth,MA,41.6692,-70.2005
Southwest Sandhill,TX,31.557,-102.907
Speculator,NY,43.5944,-74.3822
Spokane,WA,47.6671,-117.433
Springfield,CO,37.405,-102.619
Springfield,IL,39.7709,-89.654
Springfield,MO,37.1943,-93.2916
Springfield,SD,42.8624,-97.8964
St. Cloud,MN,45.534,-94.1718
St. George,UT,37.0758,-113.575
St. James,MI,45.7473,-85.5173
St. John,ND,48.9437,-99.7132
St. Joseph,MO,39.7598,-94.821
St. Louis,MO,38.6359,-90.2451
St. Marys,PA,41.4574,-78.5342
Stanford,MT,47.1521,-110.219
Stanley,ND,48.3137,-102.397
Stanley,WI,44.9597,-90.9423
Staples,MN,46.369,-94.8019
Star Lake,NY,44.1613,-75.0363
Starkville,MS,33.4608,-88.8297
State College,PA,40.7909,-77.8567
Statesboro,GA,32.4375,-81.7751
Staunton,VA,38.1593,-79.0611
Steamboat Springs,CO,40.4777,-106.824
Steele,ND,46.8568,-99.9181
Sterling,CO,40.6205,-103.192
Stillwater,OK,36.1317,-97.0742
Stockton,CA,37.9765,-121.311
Stockton,MO,37.697,-93.796
Storm Lake,IA,42.6431,-95.196
Story City,IA,42.1866,-93.5863
Strasburg,CO,39.7181,-104.32
Suffolk,VA,36.6953,-76.6398
Sugden,OK,34.0826,-97.9788
Sullivan,MO,38.2129,-91.1637
Sumter,SC,33.9392,-80.393
Sunnyside,WA,46.3157,-120.006
Susanville,CA,40.4206,-120.613
Swan Valley,ID,43.4445,-111.329
Sweetwater,TX,32.4692,-100.409
Syracuse,NY,43.0407,-76.1437
Talihina,OK,34.7523,-95.0409
Tallahassee,FL,30.4551,-84.2527
Tampa,FL,27.9945,-82.4447
Tatum,NM,33.2553,-103.311
Tawas City,MI,44.2679,-83.5244
Taylorsville,MS,31.8322,-89.4342
Ten Sleep,WY,44.035,-107.448
Terre Haute,IN,39.466,-87.3751
Terry,MT,46.7921,-105.312
Texarkana,TX,33.45,-94.0847
Theba,AZ,32.9181,-112.89
Thief River Falls,MN,48.1108,-96.1778
Thomasville,AL,31.911,-87.7419
Thompson Falls,MT,47.5993,-115.343
Throckmorton,TX,33.182,-99.1797
Tifton,GA,31.4624,-83.5203
Tillamook,OR,45.4562,-123.833
Tioga,ND,48.3947,-102.943
Tipton,IA,41.7701,-91.1283
Titusville,FL,28.5727,-80.8193
Toledo,OH,41.6638,-83.5827
Tomah,WI,43.9879,-90.4999
Topeka,KS,39.0346,-95.6955
Torrey,UT,38.3078,-111.427
Torrington,WY,42.0653,-104.174
Townsend,MT,46.3192,-111.52
Traverse City,MI,44.7546,-85.6038
Tribune,KS,38.472,-101.755
Troy,AL,31.8021,-85.9664
Tucson,AZ,32.1541,-110.879
Tucumcari,NM,35.17,-103.705
Tulsa,OK,36.1283,-95.9042
Tupelo,MS,34.2692,-88.7318
Tuscaloosa,AL,33.2348,-87.5268
Twin Falls,ID,42.5645,-114.461
Twin Rivers,NJ,40.2631,-74.4917
Twisp,WA,48.3619,-120.117
Tyler,TX,32.3184,-95.3062
Ulysses,KS,37.5774,-101.355
Underwood,ND,47.455,-101.142
Upham,ND,48.5815,-100.728
Utica,NY,43.0962,-75.2261
Valdosta,GA,30.8502,-83.2788
Valentine,NE,42.8758,-100.547
Valley City,ND,46.9222,-98.0055
Van Horn,TX,31.0407,-104.834
Vance,SC,33.4365,-80.4201
Vandalia,IL,38.9754,-89.1117
Vandercook Lake,MI,42.1917,-84.3855
Vaughn,NM,34.6072,-105.213
Vernal,UT,40.4517,-109.538
Vernon,TX,34.1479,-99.3
Vernon,UT,40.0956,-112.446
Vicksburg,MS,32.3173,-90.8868
Victoria,TX,28.8287,-96.9849
Victorville,CA,34.5277,-117.354
Vidalia,GA,32.2125,-82.4019
Vincennes,IN,38.6759,-87.5102
Vineland,NJ,39.4653,-74.9981
Virginia Beach,VA,36.7335,-76.0435
WaKeeney,KS,39.0234,-99.8815
Waco,TX,31.5599,-97.1882
Waconia,MN,44.8422,-93.7896
Wahpeton,ND,46.2722,-96.6118
Walden,CO,40.7316,-106.281
Walla Walla,WA,46.0671,-118.337
Walterboro,SC,32.901,-80.676
Wamsutter,WY,41.668,-107.979
Washington,DC,38.9047,-77.0163
Washington,GA,33.7355,-82.7426
Washington,IA,41.2981,-91.6928
Waterloo,IA,42.4918,-92.3522
Watertown,NY,43.9734,-75.9094
Watertown,SD,44.9094,-97.1532
Watertown,WI,43.1893,-88.7285
Wauhillau,OK,35.8643,-94.7605
Wausau,WI,44.962,-89.6459
Waycross,GA,31.2108,-82.3579
Waynesboro,MS,31.6774,-88.6353
Weatherford,OK,35.538,-98.6853
Webster,WI,45.8798,-92.3628
Wenatchee,WA,47.436,-120.329
Wentzville,MO,38.8153,-90.8669
West DeLand,FL,29.0162,-81.3343
West Kill,NY,42.2158,-74.3899
West Liberty,KY,37.9161,-83.2668
West Palm Beach,FL,26.7469,-80.132
West Plains,MO,36.7377,-91.868
West Point,NE,41.8379,-96.7057
West Stewartstown,NH,44.9907,-71.5311
West Wendover,NV,40.7407,-114.078
Westby,MT,48.871,-104.055
Westfield,WI,43.8851,-89.4926
Westminster,MD,39.5796,-77.0067
Weston,WV,39.0391,-80.4616
Wheatland,WY,42.0517,-104.96
Wheeling,WV,40.0752,-80.6951
White Lake,SD,43.7283,-98.712
White Sulphur Springs,MT,46.5453,-110.904
Whitehall,MT,45.8709,-112.098
Whiteville,NC,34.3306,-78.7014
Wichita Falls,TX,33.9072,-98.5291
Wichita,KS,37.6895,-97.3443
Wickenburg,AZ,33.9837,-112.767
Willcox,AZ,32.2515,-109.836
Williamsburg,VA,37.2693,-76.7076
Williamsport,PA,41.2399,-77.037
Williston,ND,48.1814,-103.636
Willmar,MN,45.1216,-95.0569
Wilmington,NC,34.2099,-77.8866
Wilmot,AR,33.0588,-91.5749
Wilson,NC,35.7311,-77.9284
Winifred,MT,47.5621,-109.377
Winner,SD,43.3776,-99.8552
Winnett,MT,47.0043,-108.347
Winston-Salem,NC,36.1029,-80.261
Wolf Point,MT,48.0933,-105.641
Woodward,OK,36.4247,-99.4058
Wooster,OH,40.8172,-81.9336
Worcester,MA,42.2705,-71.8079
Worland,WY,44.0025,-107.954
Worthington,MN,43.6281,-95.599
Wray,CO,40.0802,-102.228
Yakima,WA,46.5923,-120.55
Yankton,SD,42.8901,-97.3927
Yazoo City,MS,32.8619,-90.4075
Yellow Pine,ID,44.9623,-115.488
Yerington,NV,38.9554,-119.11
York,NE,40.8701,-97.5928
Yorktown,TX,28.9828,-97.5051
Youngstown,OH,41.0993,-80.6463
Yreka,CA,41.7291,-122.631
Yuba City,CA,39.1357,-121.638
Yuma,AZ,32.5995,-114.549
Zapata,TX,26.9026,-99.2612
Zortman,MT,47.9168,-108.509
Zwolle,LA,31.6398,-93.6412
Beatrice,AL,31.7332,-87.209
Beatty,OR,42.4419,-121.272
Altoona,AL,34.0308,-86.3179
Baker City,OR,44.7749,-117.832
Altoona,PA,40.5082,-78.4007
Beach,ND,46.9189,-104.005
Algona,IA,43.0743,-94.2311
Ayers Ranch Colony,MT,47.051,-108.945
Antlers,OK,34.2329,-95.6229
Beckwourth,CA,39.8485,-120.411
Albany,GA,31.5776,-84.1762
Baton Rouge,LA,30.442,-91.1311
Asheville,NC,35.5707,-82.5537
Amarillo,TX,35.1984,-101.832
Ali Chuk,AZ,31.8169,-112.558
Barre,VT,44.1998,-72.5085
Austin,TX,30.3005,-97.7522
Atlanta,GA,33.7628,-84.422
Astoria,OR,46.1856,-123.805
Arkansaw,WI,44.6334,-92.022
Atlantic,IA,41.3958,-95.0136
Atoka,OK,34.386,-96.1317
Ava,MO,36.9547,-92.6662
Arlington,WA,48.1701,-122.144
Bel Air South,MD,39.5022,-76.3113
Bemidji,MN,47.4828,-94.8797
Aberdeen,SD,45.4649,-98.4686
Abilene,TX,32.4543,-99.7384
Big Timber,MT,45.8346,-109.949
Bigfork,MN,47.7473,-93.6525
Billings,MT,45.7891,-108.553
Binghamton,NY,42.1014,-75.9093
Birmingham,AL,33.5279,-86.7971
Bismarck,ND,46.8143,-100.769
Bloomington,IL,40.4757,-88.9703
Bloomington,IN,39.1637,-86.5257
Bowie,TX,33.5566,-97.844
Bowling Green,KY,36.9716,-86.4378
Bowling Green,MO,39.3447,-91.2032
Bowman,ND,46.1843,-103.403
Bozeman,MT,45.6833,-111.056
Brady,TX,31.1322,-99.37
Brainerd,MN,46.3553,-94.1983
Brandenburg,KY,37.9956,-86.1773
Bray,OK,34.616,-97.8207
Breckenridge,CO,39.4995,-106.043
Brewster,NE,41.9384,-99.8651
Bridgeport,CA,38.2561,-119.212
Bridgeport,CT,41.1918,-73.1954
Brockton,MT,48.1525,-104.907
Broken Bow,NE,41.4051,-99.6408
Brookings,SD,44.3022,-96.7859
Brownsville,TX,25.9975,-97.458
Brownville Junction,ME,45.3488,-69.0555
